title,popular_rank,startYear,episodes,language,origin_country,plot,summary,rating,genres,cast,image_url,imdb_id
The Day I Met El Chapo: The Kate Del Castillo Story,3888,2017,3,Spanish,United States,Famed Mexican actress Kate del Castillo introduces a Hollywood star to a fugitive drug lord. What could go wrong? For her: a lot.,"The Day I Met El Chapo is the biographical account of Mexican actress, Kate del Castillo. The three-part series tells Kate's side of the story using never-before-seen footage and exclusive details of what led to the infamous meeting between one of the world's most notorious drug lords, a Hollywood star and one of Mexico's most famous television actresses. —Andres Nuñez",6.9,Biography.Documentary,"['Kate del Castillo', 'Jessica Maldonado', 'Marianne Sauvage', 'Eric del Castillo', 'Veronica del Castillo', 'Sean Penn']",https://m.media-amazon.com/images/M/MV5BMjE3NjMzNTc5M15BMl5BanBnXkFtZTgwOTM0Nzc4MzI@._V1_FMjpg_UX1000_.jpg,tt7334894
The Defenders,708,2017,8,English,United States,"Set a few months after the events of the second season of Daredevil, and a month after the events of Iron Fist, the vigilantes Daredevil, Jessica Jones, Luke Cage, and Iron Fist team up in New York City to fight a common... Read all","""Marvel's The Defenders"" follows Daredevil, Jessica Jones, Luke Cage and Iron Fist. A quartet of singular heroes with one common goal - to save New York City. This is the story of four solitary figures, burdened with their own personal challenges, who realize they just might be stronger when teamed together.",7.3,Action.Adventure.Crime,"['Charlie Cox', 'Krysten Ritter', 'Mike Colter', 'Finn Jones', 'Elodie Yung', 'Jessica Henwick', 'Scott Glenn', 'Sigourney Weaver', 'Rosario Dawson', 'Wai Ching Ho', 'Elden Henson', 'Simone Missick', 'Yutaka Takeuchi', 'Eka Darville', 'Ramon Rodriguez', 'Rachael Taylor', 'Deborah Ann Woll', 'Babs Olusanmokun']",https://m.media-amazon.com/images/M/MV5BNWU4NmY3MTMtMTBmMi00NjFjLTkwMmItYWZhZWUwNDg5M2ExXkEyXkFqcGdeQXVyNDUyOTg3Njg@._V1_FMjpg_UX1000_.jpg,tt4230076
The Defiant Ones,1822,2017,4,English,United States,"""The Defiant Ones"" examines the partnership between Jimmy Iovine and Dr. Dre - one the son of a Brooklyn longshoreman, the other straight out of Compton - and their leading roles in a chain of transformative events in co... Read all","""The Defiant Ones"" examines the partnership between Jimmy Iovine and Dr. Dre - one the son of a Brooklyn longshoreman, the other straight out of Compton - and their leading roles in a chain of transformative events in contemporary culture.",8.5,Biography.Crime.Documentary,"['Bono', 'Dr. Dre', 'Jimmy Iovine', 'Janet Mormile', 'Stevie Nicks', 'Tom Petty', ""Sean 'Diddy' Combs"", 'The D.O.C.', 'DJ Yella', 'Verna Griffin', 'Ice Cube', 'Vicki Iovine', 'Doug Morris', 'Nas', 'Trent Reznor', 'Snoop Dogg', 'Bruce Springsteen', 'Gwen Stefani']",https://m.media-amazon.com/images/M/MV5BNjAyMjg0MTMtZmUxZC00MzhiLTk1YzYtOGE4YWNmYmIzMjc4XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_FMjpg_UX1000_.jpg,tt6958022
The Devil Next Door,1790,2019,5,English,United States,"A Cleveland grandfather is brought to trial in Israel, accused of being the infamous German death camp guard known as Ivan the Terrible.","A Cleveland grandfather is brought to trial in Israel, accused of being the infamous German death camp guard known as Ivan the Terrible.",7.6,Crime.Documentary.History,"['Eli Gabay', 'Eli Rosenbaum', 'Michael Shaked', 'Yoram Sheftel', 'Lawrence Douglas', 'Ted Henry', 'Ed Nishnic Jr.', 'Ed Nishnic', ""Mark O'Connor"", 'Zvi Tal', 'Dalia Dorner', 'Richard Rashke', 'Tom Teicholz', 'Tamir Hod', 'Gary Holodnak', 'Eyal Megged', 'John Caniglia', 'Mark Demarino']",https://m.media-amazon.com/images/M/MV5BN2FiZmExYTAtYzNiYS00MjY0LWFhMTQtMDE1NjNkZDljYWFhXkEyXkFqcGdeQXVyMzEzMDM1ODA@._V1_FMjpg_UX1000_.jpg,tt11165002
The Devil Punisher,2980,2020,20,Mandarin,Taiwan,"A baker by day and demon fighter by night, Zhong Kui, a reincarnated deity must jog his amnesiac lover's memory of their millennium-long romance.","A baker by day and demon fighter by night, Zhong Kui, a reincarnated deity must jog his amnesiac lover's memory of their millennium-long romance.",5.9,Fantasy.Mystery.Romance,"['Anson Chen', 'Issac Yiu', 'Roy Chang', 'Bor-Jeng Chen', 'Guang Chen', 'Dewi Chien', 'Amanda Chou', 'Mike He', 'Yu-Wei Shao', 'Ai-Chen Tan', 'Johnny Yang', 'Chao-te Yin']",https://m.media-amazon.com/images/M/MV5BODcwYzU0OGEtNTkxMi00ZmQ5LWI5YzItYjVkNTUwNDllOTg5XkEyXkFqcGdeQXVyNTkwODg5MDQ@._V1_FMjpg_UX1000_.jpg,tt13317376
The Disappearance of Madeleine McCann,2553,2019,8,English,United States,"The Disappearance of Madeleine McCann takes a detailed look at the disappearance of three-year-old Madeleine McCann, who vanished from the seaside resort of Praia de Luz in Portugal, while on holiday with her family.","The Disappearance of Madeleine McCann takes a detailed look at the disappearance of three-year-old Madeleine McCann, who vanished from the seaside resort of Praia de Luz in Portugal, while on holiday with her family.",6.6,Crime.Documentary.Mystery,"['Anthony Summers', 'Maria João Vaz', 'Gonçalo Amaral', 'Robbyn Swan', 'Jim Gamble', 'Sandra Felgueiras', 'Ernie Allen', 'Robert Murat', 'Susan Hubbard', 'Haynes Hubbard', 'Kelvin Mackenzie', 'Paulo Pereira Cristovao', 'Brian Kennedy', 'Patrick Kennedy', 'Jayne Jensen', 'Neil Berry', 'Julian Peribañez', 'Rui Gustavo']",https://m.media-amazon.com/images/M/MV5BY2E2ODAxODYtN2U2MC00YzE0LTllNDctNWQ1ZjMxODdiNzBiXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_FMjpg_UX1000_.jpg,tt9879074
The Disastrous Life of Saiki K.: Reawakened,2684,2019,6,Japanese,Japan,"Kusuo and his gaggle of self-proclaimed friends are back for more psychic mishaps. If he didn't have enough problems before, he's got even more now.","Kusuo and his gaggle of self-proclaimed friends are back for more psychic mishaps. If he didn't have enough problems before, he's got even more now.",7.9,Animation.Comedy,"['Hiroshi Kamiya', 'Ai Kayano', 'Jon Bailey', 'Jalen K. Cassell', 'Ray Chase', 'Kellen Goff', 'Kyle Hebert', 'Lauren Landa', 'Aleks Le', 'Alan Lee', 'Cherami Leigh', 'Kyle McCarley', 'Bryce Papenbrook', 'Keith Silverstein', 'Christopher Swindle', 'Brad Venable', 'Daisuke Ono', 'Nobunaga Shimazaki']",https://m.media-amazon.com/images/M/MV5BYTA3YmFlOTMtNjFlYi00ZDA5LWExYTAtN2ExMGM1Y2E0NmE0XkEyXkFqcGdeQXVyNzQzNDM3NTI@._V1_FMjpg_UX1000_.jpg,tt11163352
The Dragon Prince,779,2018,27,English,United States,"Two human princes forge an unlikely bond with the elfin assassin sent to kill them, embarking on an epic quest to bring peace to their warring lands.","Two human princes forge an unlikely bond with the elfin assassin sent to kill them, embarking on an epic quest to bring peace to their warring lands.",8.4,Adventure.Animation.Drama,"['Paula Burrows', 'Jack De Sena', 'Sasha Rojen', 'Jason Simpson', 'Racquel Belmonte', 'Jesse Inocalla', 'Erik Dellums', 'Jonathan Holmes', 'Omari Newton', 'Luc Roderique', 'Adrian Petriw', 'Nahanni Mitchell', 'Ellie King', 'Vincent Tong', 'Rena Anakwe', 'Ian James Corlett', 'Kazumi Evans', 'Peter Kelamis']",https://m.media-amazon.com/images/M/MV5BMjA5MjEwODU1MV5BMl5BanBnXkFtZTgwNzk0MzA5NTM@._V1_FMjpg_UX1000_.jpg,tt8688814
The Driver,3796,2014,3,English,United Kingdom,Taxi driver Vince McKee finds his life taking an unexpected turn after he accepts an offer to drive for a criminal gang.,Taxi driver Vince McKee finds his life taking an unexpected turn after he accepts an offer to drive for a criminal gang.,7,Crime.Drama,"['David Morrissey', 'Claudie Blakley', 'Ian Hart', 'Sacha Parkinson', 'Harish Patel', 'Lewis Rainer', 'Lee Ross', 'Colm Meaney', 'Darren Morfitt', 'Chris Coghill', 'Andrew Tiernan', 'Shaun Dingwall', 'Nathan McMullen', 'Andrew Knott', 'Alan Rothwell', 'Paula Wolfenden', 'Luke Broughton', 'Deirdre Costello']",https://m.media-amazon.com/images/M/MV5BYmU3OWU4YzQtNGQ0OS00ZjVhLTk1OTUtYzRkNTRmMTM2ZDE1XkEyXkFqcGdeQXVyNjYzMDA4MTI@._V1_FMjpg_UX1000_.jpg,tt3956604
The Drunk and on Drugs Happy Funtime Hour,4337,2011,6,English,Canada,"Trailer Park Boys actors John Paul Tremblay, Robb Wells and Mike Smith as fictionalized versions of themselves. The fictional trio are starring in a new sketch comedy series, Happy Funtime Hour, but their production goes... Read all","Trailer Park Boys actors John Paul Tremblay, Robb Wells and Mike Smith as fictionalized versions of themselves. The fictional trio are starring in a new sketch comedy series, Happy Funtime Hour, but their production goes awry when a mad scientist named Doctor Funtime (Maury Chaykin) forces them to ingest a hallucinogenic substance he created. The actors must go through unpredictable events while constantly meeting different characters.",5.1,Comedy,"['Robb Wells', 'John Paul Tremblay', 'Jay Baruchel', 'Amy Sedaris', 'Mike Smith', 'Patrick Roach', 'John Dunsworth', 'Jeremy Akerman', 'Daniel Lillford', 'Joe Cobden', 'Luke Gordon', 'Andrew Bush', 'Pasha Ebrahimi', 'Hans Böggild', 'Maury Chaykin', 'Brian Heighton', 'Naomi Snieckus', 'Michael Langlois']",https://m.media-amazon.com/images/M/MV5BMTQ4NjU4NTgwNF5BMl5BanBnXkFtZTgwNTk4MTgwMzE@._V1_FMjpg_UX1000_.jpg,tt1589889
The Duchess,1665,2020,6,English,United Kingdom,A single mom tries to raise her daughter in London while wondering if she should have another kid.,A single mom tries to raise her daughter in London while wondering if she should have another kid.,6.8,Comedy.Drama,"['Katherine Ryan', 'Rory Keenan', 'Katy Byrne', 'Steen Raskopoulos', 'Michelle de Swarte', 'Sophie Fletcher', 'Doon Mackichan', 'Beau Gadsdon', 'Tony Jayawardena', 'Anwar Lynch', 'Geoff Norcott', 'Maya Jama', 'Linda Marlowe', 'Godiva Marshall', 'Naz Osmanoglu', 'Janet Amsden', 'Jack Barry', 'Nathan Clarke']",https://m.media-amazon.com/images/M/MV5BOTM1Yjg1YWYtM2I5Mi00ODBmLWE1YjgtMjcyYjc1YzY3MzEzXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_FMjpg_UX1000_.jpg,tt9310390
The Eddy,1524,2020,8,French,United Kingdom,A French club owner deals with the everyday chaos of running a live music venue in the heart of Paris.,A French club owner deals with the everyday chaos of running a live music venue in the heart of Paris.,7.2,Drama.Musical,"['André Holland', 'Joanna Kulig', 'Leïla Bekhti', 'Adil Dehbi', 'Randy Kerber', 'Ludovic Louis', 'Damian Nueva', 'Lada Obradovic', 'Jowee Omicil', 'Amandla Stenberg', 'Léonie Simaga', 'Vincent Heneine', 'Elyes Aguis', 'Alexis Manenti', 'Benjamin Biolay', 'Sopico', 'Hajar Chafik', 'Noé Stanic']",https://m.media-amazon.com/images/M/MV5BN2U0ZTIzN2ItNDZkYi00Zjc3LWI5ZDAtNWQzYzRjZDBjMTFhXkEyXkFqcGdeQXVyMjI1NTA1NzY@._V1_FMjpg_UX1000_.jpg,tt7322210
The End of the F***ing World,300,2017,16,English,United Kingdom,"James is 17 and is pretty sure he is a psychopath. Alyssa, also 17, is the cool and moody new girl at school. The pair make a connection and she persuades him to embark on a road trip in search of her real father.","Based on the award-winning series of comic books by Charles Forsman, The End of the F***ing World invites viewers into the dark and confusing lives of teen outsiders James and Alyssa as they embark on a road trip to find Alyssa's father, who left home when she was a child. —ahmetkozan",8.1,Adventure.Comedy.Crime,"['Jessica Barden', 'Alex Lawther', 'Steve Oram', 'Christine Bottomley', 'Naomi Ackie', 'Jonathan Aris', 'Wunmi Mosaku', 'Gemma Whelan', 'Josh Dylan', 'Navin Chowdhry', 'Jack Veal', 'Alexandria Riley', 'Florence Bell', 'Barry Ward', 'Kelly Harrison', 'Tim Key', 'Holly Beechey', 'Polly Kemp']",https://m.media-amazon.com/images/M/MV5BN2ZhNmQ2MjQtMmQzMi00YjE5LTlkMWMtMjk5YzIxMjk2NDc2XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_FMjpg_UX1000_.jpg,tt6257970
The English Game,1026,2020,6,English,United Kingdom,The story of the invention of football and how it quickly rose to become the world's most popular game by crossing class divides.,"England, 1879. With football still in its infancy and an amateur sport, upper-class teams, led by Old Etonians, have dominated the early years of the FA Cup. But a revolution is brewing: against the rules of the FA, James Walsh, the owner of working-class side Darwen FC and the associated mill, secretly pays talented Scottish players Fergus Suter and Jimmy Love to join the team ahead of the cup quarterfinals against Old Etonians, whose roster features several members of the FA Board, including team captain Arthur Kinnaird.",7.6,Drama.History.Sport,"['Edward Holcroft', 'Kevin Guthrie', 'Charlotte Hope', 'Niamh Walsh', 'Craig Parkinson', 'James Harkness', 'Ben Batt', 'Gerard Kearns', 'Henry Lloyd-Hughes', 'Kerrie Hayes', 'Joncie Elmore', 'Mary Higgins', 'Sam Keeley', 'Harry Michell', 'Philip Hill-Pearson', 'Daniel Ings', 'Kate Phillips', 'Kelly Price']",https://m.media-amazon.com/images/M/MV5BZGQzOGJmNTEtNDA3ZS00Yjk1LWJlMmItYzZhOTY3MWM3MjQ1XkEyXkFqcGdeQXVyODQyNDI4ODg@._V1_FMjpg_UX1000_.jpg,tt8403664
The Epic Tales of Captain Underpants,2109,2018,49,English,United States,"Best friends George and Harold scheme together a number of pranks at school involving their principal, whose alter ego is a superhero they created called Captain Underpants.","George and Harold's school has been selected to go to space along with their principal, Mr. Krupp. And when danger is very near, they snap their fingers... and Mr. Krupp turns into Captain Underpants, a superhero in only his cape and undies.",6.7,Action.Adventure.Animation,"['Nat Faxon', 'Jay Gragnani', 'Ramone Hamilton', 'Sean Astin', 'Peter Hastings', 'Jorge Diaz', 'Dayci Brookshire', 'Erica Luttrell', 'Evan Kishiyama', 'David Koechner', 'Patty Mattson', 'Brennan Murray', 'Laraine Newman', 'Nolan North', 'Clancy Brown', 'Kevin Michael Richardson', 'Mindy Sterling', 'Eric Bauza']",https://m.media-amazon.com/images/M/MV5BMTE0NjExODU0NDZeQTJeQWpwZ15BbWU4MDg5NTk3ODUz._V1_FMjpg_UX1000_.jpg,tt7741830
The Epic Tales of Captain Underpants in Space,4441,2020,6,English,United States,Fourth-grade friends George and Harold have a shared love of pranks and comic books -- and turning their principal into an undies-wearing superhero.,Fourth-grade friends George and Harold have a shared love of pranks and comic books -- and turning their principal into an undies-wearing superhero.,7.3,Action.Animation.Comedy,"['Nat Faxon', 'Jay Gragnani', 'Ramone Hamilton', 'Sean Astin', 'Jorge Diaz', 'Peter Hastings', 'Dayci Brookshire', 'David Koechner', 'Erica Luttrell', 'Secunda Wood', 'Nolan North', 'Evan Kishiyama', 'Gary Anthony Williams', 'Brennan Murray', 'Laraine Newman', 'Patty Mattson']",https://m.media-amazon.com/images/M/MV5BY2VmMTMzNTUtZWU0Zi00Yzg4LTk1NGUtYjY2ZDk5ZDZiNDg2XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_FMjpg_UX1000_.jpg,tt12580610
The Expanding Universe of Ashley Garcia,1809,2020,15,English,United States,"Ashley Garcia, the world's only 15-and-a-half-year-old robotics engineer and rocket scientist, gets the chance to work for NASA. She moves across the country to live with her Uncle Victor, a pro football player turned hi... Read all","Ashley Garcia, the world's only 15-and-a-half-year-old robotics engineer and rocket scientist, gets the chance to work for NASA. She moves across the country to live with her Uncle Victor, a pro football player turned high school coach.",6.9,Comedy,"['Paulina Chávez', 'Bella Podaras', 'Reed Horstmann', 'Conor Husting', 'Jencarlos Canela', 'Mario Lopez', 'Haley Pullos', 'Chelsea Kane', 'Hina Abdullah', 'Helen Hong', 'Danny Mora', 'Naomi Grace', 'Abigail Kate Thomas', 'Cristela Alonzo', 'Jesiree Dizon', 'Demetrius Joyette', 'Courtney Lopez', 'Nacho Tambunting']",https://m.media-amazon.com/images/M/MV5BYzU1MmE2OTItZTg3OC00NjVhLWJjY2ItMTY0NGI2NmUyMWNmXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_FMjpg_UX1000_.jpg,tt10380934
The Expanse,65,2015,60,English,Canada,"In the 24th century, a disparate band of antiheroes unravel a vast conspiracy that threatens the Solar System's fragile state of cold war.","Two hundred years in the future, in a fully colonized solar system, police detective Josephus Miller (Thomas Jane), who was born in the asteroid belt, is given the assignment to find a missing young woman; Julie Mao (Florence Faivre). Meanwhile, James Holden (Steven Strait), the first officer of an ice freighter, is witness to an unprovoked attack upon the ship, by craft believed to be from Mars (MCRN Federation). As news of the attack spreads throughout the system, the incident's flow-on threatens to destabilize already tenuous relations between Earth, Mars and The Belt. Far away from the struggles in deep space, on Earth, Chrisjen Avasarala (Shohreh Aghdashloo), a powerful United Nations executive and diplomat, works to prevent war between Earth and Mars by any means. Soon, the 3 find out the missing woman and the ice freighter's fate are part of a vast covert conspiracy which threatens all humanity. —nano_tech",8.5,Drama.Mystery.Sci-Fi,"['Wes Chatham', 'Dominique Tipper', 'Steven Strait', 'Shohreh Aghdashloo', 'Cas Anvar', 'Frankie Adams', 'Cara Gee', 'Shawn Doyle', 'Thomas Jane', 'Florence Faivre', 'Chad L. Coleman', 'Nadine Nicole', 'Andrew Rotilio', 'Nick E. Tarabay', 'Keon Alexander', 'Jasai Chase Owens', 'Anna Hopkins', 'David Strathairn']",https://m.media-amazon.com/images/M/MV5BMjM4ZTVkODctNGZhNC00NWY5LWJkMjEtYmI1ZDg2Yjg2NDQzXkEyXkFqcGdeQXVyNjcyNjcyMzQ@._V1_FMjpg_UX1000_.jpg,tt3230854
The Fall,212,2013,17,English,United Kingdom,A seemingly cold but very passionate policewoman goes head to head with a seemingly passionate father who is in fact a cold serial killer in this procedural out of Belfast. The only thing they share is their common compl... Read all,A psychological thriller that examines the lives of two hunters. One is a serial killer who stalks his victims in and around Belfast and the other is a talented Detective Superintendent from the MET who is brought in to catch him. —vhavnal,8.1,Crime.Drama.Thriller,"['Gillian Anderson', 'Jamie Dornan', 'John Lynch', 'Aisling Franciosi', 'Niamh McGrady', 'Bronagh Waugh', 'Sarah Beattie', 'Stuart Graham', 'Bronagh Taggart', 'Valene Kane', 'David Beattie', 'Emmett J Scanlan', 'Richard Clements', 'Claire Rafferty', 'Colin Morgan', 'Kelly Gough', 'Archie Panjabi', 'Karen Hassan']",https://m.media-amazon.com/images/M/MV5BODk1MzM0MjQtNGUzOS00ZjBmLTliMjgtMzBjYmQwMzUwZDdkXkEyXkFqcGdeQXVyMjExMjk0ODk@._V1_FMjpg_UX1000_.jpg,tt2294189
